epoch,train_loss,val_top1,val_top5,lr,epoch_seconds
1,3.6844,0.2473,0.5478,0.001000,2.5
2,2.4903,0.3335,0.6343,0.001000,2.2
3,2.1351,0.3678,0.6740,0.001000,2.2
4,1.9180,0.4240,0.7144,0.001000,2.2
5,1.7727,0.4327,0.7264,0.001000,2.2
6,1.6600,0.4393,0.7284,0.001000,2.2
7,1.5738,0.4411,0.7252,0.001000,3.3
8,1.5105,0.4502,0.7348,0.001000,2.5
9,1.4458,0.4698,0.7514,0.001000,2.2
10,1.3942,0.4590,0.7420,0.001000,2.3
11,1.3473,0.4694,0.7498,0.001000,2.6
12,1.3094,0.4717,0.7579,0.001000,3.5
13,1.2730,0.4875,0.7652,0.001000,2.2
14,1.2495,0.4919,0.7663,0.001000,2.6
15,1.2232,0.4818,0.7533,0.001000,2.3
16,1.1929,0.4860,0.7620,0.001000,2.3
17,1.1742,0.4835,0.7610,0.001000,2.2
18,1.1520,0.4963,0.7669,0.001000,2.2
19,1.1290,0.4912,0.7595,0.001000,2.2
20,1.1171,0.4935,0.7659,0.001000,2.2
21,1.0987,0.5140,0.7762,0.001000,2.2
22,1.0834,0.4893,0.7639,0.001000,2.2
23,1.0640,0.5034,0.7686,0.001000,2.3
24,1.0530,0.5105,0.7700,0.001000,2.2
25,1.0479,0.4969,0.7618,0.001000,2.2
26,1.0265,0.5117,0.7696,0.001000,2.2
27,1.0254,0.5075,0.7714,0.001000,2.2
28,1.0108,0.5055,0.7700,0.001000,2.2
29,0.9958,0.4967,0.7637,0.001000,2.3
30,0.9887,0.5166,0.7830,0.001000,2.3
31,0.9701,0.5114,0.7793,0.001000,2.2
32,0.9663,0.5065,0.7699,0.001000,2.2
33,0.9613,0.5102,0.7829,0.001000,2.3
34,0.9537,0.5026,0.7707,0.001000,2.2
35,0.9476,0.5210,0.7764,0.001000,2.2
36,0.9339,0.5094,0.7758,0.001000,2.2
37,0.9302,0.5120,0.7751,0.001000,2.2
38,0.9267,0.5185,0.7815,0.001000,2.2
39,0.9136,0.5270,0.7862,0.001000,2.2
40,0.9082,0.5051,0.7657,0.001000,2.2
41,0.9002,0.5102,0.7753,0.001000,2.2
42,0.9008,0.5166,0.7680,0.001000,2.2
43,0.8932,0.5120,0.7740,0.001000,2.2
44,0.8845,0.5242,0.7790,0.001000,2.2
45,0.8871,0.5150,0.7736,0.001000,2.2
46,0.8765,0.5273,0.7813,0.001000,2.2
47,0.8719,0.5218,0.7816,0.001000,2.2
48,0.8736,0.5085,0.7774,0.001000,2.2
49,0.8622,0.5234,0.7773,0.001000,2.2
50,0.8570,0.5170,0.7725,0.001000,2.3
51,0.8546,0.5302,0.7833,0.001000,2.2
52,0.8506,0.5212,0.7747,0.001000,2.2
53,0.8454,0.5221,0.7737,0.001000,2.2
54,0.8376,0.5244,0.7745,0.001000,2.2
55,0.8363,0.5048,0.7695,0.001000,2.2
56,0.8350,0.5198,0.7733,0.001000,2.2
57,0.8292,0.5127,0.7709,0.001000,2.2
58,0.8275,0.5255,0.7856,0.001000,2.2
59,0.8219,0.5118,0.7695,0.001000,2.2
60,0.8259,0.5003,0.7666,0.001000,2.2
