epoch,train_loss,val_top1,val_top5,lr,epoch_seconds
1,4.5567,0.1170,0.3402,0.001000,2.2
2,3.3663,0.2101,0.4971,0.001000,2.0
3,2.8151,0.2721,0.5663,0.001000,1.9
4,2.4906,0.3312,0.6209,0.001000,1.9
5,2.2739,0.3390,0.6422,0.001000,1.9
6,2.1012,0.3626,0.6562,0.001000,1.9
7,1.9739,0.3849,0.6712,0.001000,1.9
8,1.8690,0.4049,0.6915,0.001000,1.9
9,1.7820,0.4119,0.6971,0.001000,1.9
10,1.6989,0.4131,0.6973,0.001000,2.0
11,1.6460,0.4268,0.7105,0.001000,2.0
12,1.5813,0.4205,0.7022,0.001000,2.0
13,1.5357,0.4437,0.7212,0.001000,2.0
14,1.4851,0.4228,0.7061,0.001000,2.2
15,1.4495,0.4420,0.7255,0.001000,2.2
16,1.4151,0.4619,0.7315,0.001000,2.8
17,1.3781,0.4674,0.7370,0.001000,2.9
18,1.3429,0.4585,0.7313,0.001000,2.1
19,1.3221,0.4646,0.7322,0.001000,2.0
20,1.2941,0.4613,0.7299,0.001000,2.1
21,1.2671,0.4606,0.7327,0.001000,2.0
22,1.2477,0.4741,0.7393,0.001000,2.2
23,1.2257,0.4540,0.7260,0.001000,2.3
24,1.2029,0.4810,0.7455,0.001000,2.0
25,1.1885,0.4754,0.7468,0.001000,2.0
26,1.1670,0.4714,0.7389,0.001000,2.0
27,1.1583,0.4619,0.7335,0.001000,2.0
28,1.1340,0.4647,0.7345,0.001000,1.9
29,1.1082,0.4695,0.7388,0.001000,2.0
30,1.1004,0.4838,0.7475,0.001000,2.0
31,1.0878,0.4780,0.7446,0.001000,2.0
32,1.0704,0.4828,0.7455,0.001000,2.0
33,1.0644,0.4727,0.7362,0.001000,1.9
34,1.0441,0.4609,0.7318,0.001000,1.9
35,1.0369,0.4748,0.7354,0.001000,2.0
36,1.0286,0.4806,0.7405,0.001000,2.0
37,1.0095,0.4661,0.7306,0.001000,2.0
38,1.0070,0.4821,0.7407,0.001000,2.0
39,0.9930,0.4695,0.7324,0.001000,1.9
40,0.9899,0.4859,0.7452,0.001000,2.0
41,0.9753,0.4832,0.7423,0.001000,2.0
42,0.9656,0.4789,0.7403,0.001000,2.0
43,0.9550,0.4834,0.7433,0.001000,2.2
44,0.9504,0.4855,0.7423,0.001000,2.0
45,0.9460,0.4817,0.7393,0.001000,1.9
46,0.9276,0.4857,0.7426,0.001000,2.0
47,0.9257,0.4620,0.7230,0.001000,2.0
48,0.9155,0.4865,0.7419,0.001000,2.8
49,0.9048,0.4808,0.7466,0.001000,2.7
50,0.9023,0.4802,0.7406,0.001000,2.0
51,0.9003,0.4772,0.7411,0.001000,1.9
52,0.8888,0.4830,0.7440,0.001000,1.9
53,0.8821,0.4878,0.7444,0.001000,1.9
54,0.8760,0.4785,0.7435,0.001000,1.9
55,0.8688,0.4819,0.7429,0.001000,1.9
56,0.8617,0.4922,0.7461,0.001000,1.9
57,0.8557,0.4726,0.7401,0.001000,1.9
58,0.8452,0.4824,0.7354,0.001000,1.9
59,0.8509,0.4742,0.7377,0.001000,1.9
60,0.8359,0.4720,0.7289,0.001000,1.9
