epoch,train_loss,val_top1,val_top5,lr,epoch_seconds
1,3.9078,0.2367,0.5328,0.001000,3.5
2,2.6878,0.3100,0.6132,0.001000,3.3
3,2.2807,0.3459,0.6538,0.000999,3.0
4,2.0504,0.3888,0.6912,0.000998,3.0
5,1.9027,0.4169,0.7166,0.000997,3.0
6,1.7854,0.4646,0.7418,0.000996,3.0
7,1.6950,0.4518,0.7381,0.000994,3.1
8,1.6213,0.4584,0.7366,0.000992,3.0
9,1.5567,0.4926,0.7629,0.000989,3.0
10,1.4989,0.4865,0.7589,0.000986,3.0
11,1.4585,0.4849,0.7532,0.000983,3.0
12,1.4223,0.5099,0.7732,0.000979,3.1
13,1.3861,0.5003,0.7701,0.000976,3.1
14,1.3485,0.5012,0.7628,0.000971,3.0
15,1.3208,0.5120,0.7767,0.000967,3.2
16,1.2948,0.5057,0.7736,0.000962,3.0
17,1.2754,0.4816,0.7582,0.000957,3.1
18,1.2503,0.5198,0.7770,0.000951,3.0
19,1.2275,0.5162,0.7766,0.000946,3.0
20,1.2077,0.5233,0.7822,0.000939,3.0
21,1.1942,0.5306,0.7814,0.000933,3.0
22,1.1776,0.5289,0.7868,0.000926,3.0
23,1.1530,0.5209,0.7764,0.000919,3.0
24,1.1462,0.5187,0.7812,0.000912,3.0
25,1.1208,0.5228,0.7806,0.000905,3.0
26,1.1171,0.5285,0.7859,0.000897,3.0
27,1.0990,0.5503,0.7930,0.000889,3.2
28,1.0882,0.5260,0.7732,0.000880,3.0
29,1.0729,0.5385,0.7919,0.000872,3.0
30,1.0596,0.5180,0.7735,0.000863,3.0
31,1.0525,0.5345,0.7809,0.000854,3.0
32,1.0355,0.5346,0.7885,0.000844,3.0
33,1.0298,0.5158,0.7756,0.000835,3.0
34,1.0203,0.5459,0.7899,0.000825,3.0
35,1.0105,0.5468,0.7930,0.000815,3.0
36,0.9992,0.5267,0.7827,0.000804,3.0
37,0.9910,0.5408,0.7898,0.000794,3.1
38,0.9822,0.5399,0.7905,0.000783,3.5
39,0.9763,0.5482,0.7982,0.000772,3.4
40,0.9621,0.5500,0.7993,0.000761,3.3
41,0.9567,0.5465,0.7931,0.000750,3.7
42,0.9477,0.5470,0.7957,0.000739,3.9
43,0.9380,0.5426,0.7932,0.000727,3.6
44,0.9283,0.5468,0.7947,0.000715,3.4
45,0.9213,0.5473,0.7940,0.000703,3.7
46,0.9098,0.5610,0.7961,0.000691,3.3
47,0.9049,0.5639,0.8035,0.000679,3.4
48,0.9055,0.5426,0.7930,0.000667,3.3
49,0.8893,0.5420,0.7934,0.000655,3.3
50,0.8866,0.5455,0.7946,0.000642,3.1
51,0.8729,0.5530,0.7979,0.000629,3.2
52,0.8676,0.5537,0.7963,0.000617,3.2
53,0.8614,0.5598,0.7955,0.000604,3.2
54,0.8540,0.5540,0.7950,0.000591,3.7
55,0.8448,0.5535,0.8003,0.000578,3.7
56,0.8443,0.5606,0.8047,0.000565,3.5
57,0.8327,0.5608,0.8006,0.000552,3.9
58,0.8210,0.5640,0.8021,0.000539,3.5
59,0.8185,0.5573,0.7927,0.000526,3.9
60,0.8115,0.5574,0.7986,0.000513,3.6
61,0.8069,0.5537,0.7988,0.000500,3.6
62,0.7999,0.5543,0.7916,0.000487,3.7
63,0.7838,0.5661,0.7992,0.000474,3.8
64,0.7846,0.5568,0.8002,0.000461,3.6
65,0.7752,0.5604,0.8011,0.000448,3.6
66,0.7713,0.5603,0.8044,0.000435,3.7
67,0.7638,0.5666,0.8046,0.000422,3.6
68,0.7642,0.5681,0.8037,0.000409,3.6
69,0.7540,0.5702,0.8045,0.000396,3.7
70,0.7431,0.5619,0.7953,0.000383,3.6
71,0.7375,0.5615,0.8022,0.000371,3.7
72,0.7337,0.5676,0.8039,0.000358,3.6
73,0.7292,0.5648,0.7991,0.000345,3.7
74,0.7192,0.5626,0.8050,0.000333,3.7
75,0.7156,0.5692,0.8061,0.000321,3.7
76,0.7120,0.5720,0.8099,0.000309,3.7
77,0.7000,0.5690,0.8085,0.000297,3.6
78,0.6990,0.5647,0.8006,0.000285,3.6
79,0.6966,0.5558,0.7959,0.000273,3.7
80,0.6860,0.5745,0.8062,0.000261,3.6
81,0.6828,0.5615,0.8012,0.000250,3.5
82,0.6779,0.5702,0.8080,0.000239,3.6
83,0.6710,0.5714,0.8076,0.000228,3.6
84,0.6663,0.5696,0.8039,0.000217,3.6
85,0.6627,0.5693,0.8051,0.000206,3.6
86,0.6578,0.5699,0.8076,0.000196,3.6
87,0.6517,0.5716,0.8083,0.000185,3.6
88,0.6440,0.5670,0.8032,0.000175,4.2
89,0.6408,0.5711,0.8040,0.000165,3.8
90,0.6399,0.5662,0.7998,0.000156,3.6
91,0.6312,0.5738,0.8070,0.000146,3.8
92,0.6296,0.5705,0.8055,0.000137,3.7
93,0.6223,0.5689,0.8056,0.000128,3.5
94,0.6181,0.5705,0.8065,0.000120,3.6
95,0.6148,0.5716,0.8031,0.000111,3.7
96,0.6114,0.5716,0.8044,0.000103,3.7
97,0.6083,0.5677,0.8048,0.000095,3.7
98,0.6103,0.5717,0.8047,0.000088,3.6
99,0.6012,0.5733,0.8083,0.000081,3.6
