epoch,train_loss,val_top1,val_top5,lr,epoch_seconds
1,3.7053,0.2377,0.5424,0.001000,2.6
2,2.5213,0.3171,0.6258,0.000999,2.2
3,2.1473,0.3562,0.6605,0.000997,2.3
4,1.9221,0.4092,0.6980,0.000994,2.2
5,1.7687,0.4112,0.7054,0.000989,2.2
6,1.6626,0.4414,0.7270,0.000983,2.3
7,1.5677,0.4486,0.7372,0.000976,2.2
8,1.4933,0.4094,0.7007,0.000967,2.4
9,1.4331,0.4641,0.7343,0.000957,2.2
10,1.3808,0.4627,0.7442,0.000946,2.2
11,1.3416,0.4919,0.7637,0.000933,2.3
12,1.2931,0.4885,0.7607,0.000919,2.3
13,1.2583,0.4731,0.7519,0.000905,2.2
14,1.2238,0.4707,0.7410,0.000889,2.3
15,1.1963,0.5031,0.7650,0.000872,2.3
16,1.1638,0.4867,0.7556,0.000854,2.3
17,1.1443,0.4997,0.7670,0.000835,2.3
18,1.1174,0.4980,0.7715,0.000815,2.2
19,1.0922,0.5102,0.7734,0.000794,2.2
20,1.0706,0.5055,0.7684,0.000772,2.3
21,1.0458,0.4931,0.7589,0.000750,2.3
22,1.0320,0.5026,0.7659,0.000727,2.2
23,1.0111,0.5065,0.7680,0.000703,2.2
24,0.9868,0.5003,0.7676,0.000679,2.3
25,0.9704,0.5104,0.7722,0.000655,2.3
26,0.9556,0.5009,0.7679,0.000629,2.3
27,0.9402,0.5035,0.7662,0.000604,2.2
28,0.9210,0.5007,0.7657,0.000578,2.2
29,0.9081,0.5262,0.7830,0.000552,2.3
30,0.8859,0.5213,0.7776,0.000526,2.2
31,0.8751,0.5146,0.7762,0.000500,2.2
32,0.8604,0.5211,0.7819,0.000474,2.2
33,0.8429,0.5148,0.7725,0.000448,2.2
34,0.8317,0.5215,0.7796,0.000422,2.2
35,0.8166,0.5192,0.7794,0.000396,2.3
36,0.8006,0.5202,0.7812,0.000371,2.3
37,0.7880,0.5218,0.7800,0.000345,2.2
38,0.7770,0.5298,0.7866,0.000321,2.2
39,0.7626,0.5182,0.7748,0.000297,2.3
40,0.7502,0.5290,0.7795,0.000273,2.3
41,0.7437,0.5257,0.7827,0.000250,2.3
42,0.7286,0.5299,0.7825,0.000228,2.2
43,0.7175,0.5320,0.7836,0.000206,2.3
44,0.7043,0.5283,0.7813,0.000185,2.3
45,0.7004,0.5339,0.7814,0.000165,2.2
46,0.6888,0.5302,0.7840,0.000146,2.4
47,0.6743,0.5373,0.7872,0.000128,2.2
48,0.6723,0.5390,0.7891,0.000111,2.3
49,0.6633,0.5355,0.7859,0.000095,2.2
50,0.6565,0.5338,0.7857,0.000081,2.2
51,0.6476,0.5414,0.7879,0.000067,2.2
52,0.6441,0.5396,0.7885,0.000054,2.2
53,0.6386,0.5407,0.7909,0.000043,2.2
54,0.6354,0.5420,0.7902,0.000033,2.2
55,0.6295,0.5367,0.7849,0.000024,2.2
56,0.6270,0.5372,0.7879,0.000017,2.2
57,0.6252,0.5372,0.7877,0.000011,2.2
58,0.6292,0.5351,0.7854,0.000006,2.3
59,0.6209,0.5384,0.7879,0.000003,2.2
60,0.6254,0.5429,0.7904,0.000001,2.2
