epoch,train_loss,val_top1,val_top5,lr,epoch_seconds
83,0.7128,0.5657,0.8040,0.000228,3.0
84,0.7078,0.5764,0.8090,0.000217,3.0
85,0.7013,0.5693,0.8060,0.000206,3.0
86,0.6985,0.5680,0.8024,0.000196,3.0
87,0.6939,0.5722,0.8066,0.000185,3.0
88,0.6931,0.5686,0.8017,0.000175,3.0
89,0.6860,0.5691,0.8047,0.000165,3.0
90,0.6784,0.5721,0.8081,0.000156,3.1
91,0.6748,0.5689,0.8055,0.000146,2.9
92,0.6720,0.5761,0.8068,0.000137,2.9
93,0.6681,0.5751,0.8086,0.000128,3.0
94,0.6620,0.5681,0.8032,0.000120,3.2
95,0.6614,0.5715,0.8056,0.000111,3.0
96,0.6581,0.5664,0.8050,0.000103,3.0
97,0.6550,0.5710,0.8087,0.000095,3.0
98,0.6466,0.5683,0.8064,0.000088,3.0
99,0.6432,0.5713,0.8060,0.000081,3.0
100,0.6403,0.5728,0.8071,0.000074,3.0
101,0.6422,0.5691,0.8051,0.000067,3.4
102,0.6361,0.5774,0.8096,0.000061,3.2
103,0.6290,0.5764,0.8096,0.000054,3.0
104,0.6296,0.5777,0.8104,0.000049,3.4
105,0.6263,0.5751,0.8071,0.000043,3.0
106,0.6249,0.5750,0.8097,0.000038,3.4
107,0.6237,0.5761,0.8085,0.000033,2.9
108,0.6200,0.5756,0.8073,0.000029,3.0
109,0.6220,0.5707,0.8050,0.000024,3.0
110,0.6124,0.5716,0.8070,0.000021,3.1
111,0.6186,0.5752,0.8083,0.000017,3.0
112,0.6184,0.5740,0.8084,0.000014,2.9
113,0.6128,0.5764,0.8085,0.000011,3.0
114,0.6120,0.5728,0.8073,0.000008,3.0
115,0.6118,0.5758,0.8098,0.000006,3.0
116,0.6108,0.5727,0.8073,0.000004,3.0
117,0.6117,0.5727,0.8068,0.000003,2.9
118,0.6155,0.5739,0.8060,0.000002,2.9
119,0.6119,0.5742,0.8084,0.000001,2.9
120,0.6072,0.5757,0.8075,0.000000,3.1
